"index","Name","Clinic","Hospital","ST","VAC","Latitude","Longitude","Address","Contact","State"
421,"Poliklinik Dr Kiran",1,0,1,0,"","","190 (G-Floor), Jalan S2 B7, Seksyen B, Uptown Avenue, Seremban 2, 70300 Seremban, Negeri Sembilan","","Negeri Sembilan"
422,"Klinik Banyan",1,0,1,0,"","","9688, Ground Floor, Bbn 1/3B, Pusat Bandar Putra Point,
71800 Nilai, Negeri Sembilan","","Negeri Sembilan"
423,"Klinik Primamedic Nilai",1,0,1,0,"","","No. 8, (Ground Floor), Jalan Delfina 1/1, Delfina Commercial Delfina, 71800 Nilai, Negeri Sembilan","","Negeri Sembilan"
424,"Poliklinik Seremban 3",1,0,1,0,"","","No 18, Tingkat Bawah, Jalan Ku 1, Pusat Komersial Universiti, 70300 Seremban 3, Negeri Sembilan","","Negeri Sembilan"
425,"Klinik Iman",1,0,1,0,"","","No. 6, Jalan Angsana 2, Taman Pinggiran Golf, 70400 Seremban, Negeri Sembilan","","Negeri Sembilan"
426,"Klinik Anda",1,0,1,0,"","","No 100G Jtks 4, Taman Komersial Senawang, 70450 Senawang, Negeri Sembilan","","Negeri Sembilan"
427,"Klinik Desaria",1,0,1,0,"","","No. 12, Ground Floor, Jalan P/Am 5, Taman Desa Ria, Nilai 5, 71800 Nilai, Negeri Sembilan","","Negeri Sembilan"
428,"Klinik Hana",1,0,1,0,"","","C2-G, Acacia Avenue, Putra Nilai, 71800 Nilai, Negeri Sembilan","","Negeri Sembilan"
429,"Klinik Keluarga Lai",1,0,1,0,"","","482, Ground Floor, Jalan Haruan 4/4, Oakland Commercial Center, 70300 Seremban, Negeri Sembilan","","Negeri Sembilan"
430,"U.N.I Klinik",1,0,1,0,"","","No. 313 (Gf), Jalan Pusat Dagangan Sendayan 3/6, Pusat Dagangan Sendayan, 71950 Bdr Sri Sendayan, Negeri Sembilan","","Negeri Sembilan"
431,"Klinik Al-Raudhah (X-Ray)",1,0,1,0,"","","No. 2, Village @ Enstek, 71760 Bandar Enstek, Negeri Sembilan","","Negeri Sembilan"
432,"Kelinik Raja & Surgeri",1,0,1,0,"","","Ground Floor, Wisma Krish, No 10, Jalan Dato' Besar, 72100 Bahau, Negeri Sembilan","","Negeri Sembilan"
433,"Klinik Medisina",1,0,1,0,"","","No 53 (Ground Floor), Jalan S2B18, Pusat Dagangan Seremban 2, 70300 Seremban, Negeri Sembilan","","Negeri Sembilan"
434,"Klinik Sofea",1,0,1,0,"","","No 11, Ground Floor, Jalan Rasah Prima 1, Pusat Komersial Rasah Prima, 70300 Seremban, Negeri Sembilan","","Negeri Sembilan"
435,"Klinik Salam Nilai 24 Jam",1,0,1,0,"","","No 8-G, Jalan Cempaka 2, Putra Nilai, 71800 Nilai, Negeri Sembilan","","Negeri Sembilan"
437,"U.N.I Klinik",1,0,1,0,"","","No. 30 (Tingkat Bawah), Jalan Ainsdale 15/4, Bandar Ainsdale, 70200 Seremban, Negeri Sembilan","","Negeri Sembilan"
438,"Klinik Anda 24 Jam",1,0,1,0,"","","Pt 151G & 152G (Aras Bawah), Batu 17 3/4 Jalan Seremban- Tampin, 71300 Rembau, Negeri Sembilan","","Negeri Sembilan"
439,"Poliklinik Ukm Kesihatan",1,0,1,0,"","","No 3, Ground Floor, Jalan S2 B15, Pusat Dagangan Seremban 2, 70300 Seremban, Negeri Sembilan","","Negeri Sembilan"
440,"Klinik Mediviron Metropark Sendayan",1,0,1,0,"","","No 24 (Gf), Persiaran Metro Sendayan 1, Sendayan Metropark, 71950 Bandar Sri Sendayan, Negeri Sembilan","","Negeri Sembilan"
441,"Klinik Mediviron",1,0,1,0,"","","35, Taman Dawn, Jalan Tun Dr. Ismail, 70200 Seremban, Negeri Sembilan","","Negeri Sembilan"
442,"Qualitas Health Klinik Saujana Damai",1,0,1,0,"","","153 Ground Floor, Pusat Komersial Saujana, S2 Heights,
70300 Seremban, Negeri Sembilan","","Negeri Sembilan"
443,"Klinik Humaira",1,0,1,0,"","","No 7, Tingkat Bawah, Jalan Bandar Baru Serting, Bandar Baru Serting, 72120 Bandar Seri Jempol, Negeri Sembilan","","Negeri Sembilan"
444,"Klinik Nilai Impian",1,0,1,0,"","","No. 23, Jalan Dahlia 6/1, Nilai Impian, 71800 Nilai, Negeri Sembilan","","Negeri Sembilan"
445,"Klinik Sariah",1,0,1,0,"","","Pt 741, Jalan Bbn 1/2F, Putra Point Phase 2B, Bandar Baru Nilai, 71800 Nilai, Negeri Sembilan","","Negeri Sembilan"
446,"Klinik Al-Ansar",1,0,1,0,"","","No.100, Ground Floor Jalan S2 B20, Pusat Dagangan Seremban 2, 70300 Seremban, Negeri Sembilan","","Negeri Sembilan"
447,"Klinik Mediviron",1,0,1,0,"","","Shop 22, Ground Floor, 9 Avenue Taman Korporat, Putra Nilai, 71800 Nilai, Negeri Sembilan","","Negeri Sembilan"
448,"Poliklinik Dr Azhar Dan Rakan-Rakan",1,0,1,0,"","","Tingkat Bawah, 19 Jalan S2 B15, Pusat Dagangan Seremban 2, 70300 Seremban, Negeri Sembilan","","Negeri Sembilan"
449,"Klinik Anneesa",1,0,1,0,"","","No.57 Jalan Melati Square 1, Melati Square, Putra Nilai, 71800 Nilai, Negeri Sembilan","","Negeri Sembilan"
450,"Poliklinik Penawar 23 Jam",1,0,1,0,"","","No.5-G Ground Floor, Medan Impian Bt 1 Jalan Pantai, 71000 Port Dickson, Negeri Sembilan","","Negeri Sembilan"
451,"Klinik Mediviron",1,0,1,0,"","","No 1775, Jalan Nusari Bayu 7/1, Taman Nusari Bayu 3, Bandar Sri Sendayan, 71950 Seremban, Negeri Sembilan","","Negeri Sembilan"
452,"Klinik Happy",1,0,1,0,"","","No.4461 Jalan Besar, Bukit Pelandok, 71960 Port Dickson, Negeri Sembilan","","Negeri Sembilan"
453,"Megaklinik Zahran Senawang",1,0,1,0,"","","No 516 G & 517 G, Jalan Bandar Senawang 16, Pusat Bandar Senawang, 70450 Seremban, Negeri Sembilan","","Negeri Sembilan"
454,"Klinik Dr. Mohd Saiful",1,0,1,0,"","","No. 212, Jln Serting Utama 5/1, Pusat Perniagaan Jempol, 72120 Bdr Seri Jempol, Negeri Sembilan","","Negeri Sembilan"
455,"Klinik Bp Diagnostic",1,0,1,0,"","","No. 56, Ground Floor, Jalan Komersial Bahau 1, Pusat Komersial Bahau, 72100 Bahau, Negeri Sembilan","","Negeri Sembilan"
456,"Poliklinik Raudhah",1,0,1,0,"","","Rumah Kedai Tingkat Bawah Pt163, Batu 17 3/4, Jalan Seremban-Tampin, 71300 Rembau, Negeri Sembilan","","Negeri Sembilan"
457,"Klinik Eden",1,0,1,0,"","","No 6, Tingkat Bawah, Jalan Beringin Satu, 72200 Batu Kikir, Negeri Sembilan","","Negeri Sembilan"
458,"Poliklinik Dr. Kanna N.S.",1,0,1,0,"","","No 46, Ground Floor, Jalan Springhill 9/12, Bandar Springhill, 71010 Port Dickson, Negeri Sembilan","","Negeri Sembilan"
459,"Klinik Putih",1,0,1,0,"","","52 (Ground Floor), Jln Melati Square 1, Tmn Melati Square,
71800 Nilai, Negeri Sembilan","","Negeri Sembilan"
460,"Poliklinik Ayrish",1,0,1,0,"","","No. 30A (Tingkat Bawah), Melang Point, Jalan 9, Pusat Komersial Melang, 72000 Kuala Pilah, Negeri Sembilan","","Negeri Sembilan"
462,"Klinik Madiha",1,0,1,0,"","","131G, Jalan Taman Komersial Senawang 1, 70450 Senawang, Negeri Sembilan","","Negeri Sembilan"
463,"Klinik Xara",1,0,1,0,"","","No. 582, Jalan Tm 1, Taman Mulia, 71700 Mantin, Negeri Sembilan","","Negeri Sembilan"
464,"Poliklinik Dr Azhar Dan Rakan-Rakan",1,0,1,0,"","","3, Ground Floor, Jalan Pusat Perniagaan Bunga Raya 1, Pusar Perniagaan Bunga Raya, 71700 Mantin, Negeri Sembilan","","Negeri Sembilan"
465,"Klinik Mesra Bayu",1,0,1,0,"","","No. 631, Jalan Melati 23, Desa Melati 3, 71800 Bandar Baru Nilai, Negeri Sembilan","","Negeri Sembilan"
466,"Klinik Mediviron Seremban",1,0,1,0,"","","Lot 3255 Gf, Jalan Dato Sheikh Ahmad, 70000 Seremban, Negeri Sembilan","","Negeri Sembilan"
468,"Poliklinik Keluarga",1,0,1,0,"","","No. 4321, Taman Sentosa, Batu 3 1/2, Jalan Seremban, 71010 Lukut, Negeri Sembilan","","Negeri Sembilan"
469,"Klinik Kasih Bayu",1,0,1,0,"","","207 (Ground Floor). Tmn Bkt Kepayang, Jln Labu, 70200 Seremban, Negeri Sembilan","","Negeri Sembilan"
470,"Klinik Mediviron Taman Orkid, Port Dickson",1,0,1,0,"","","No. 2, Taman Orkid, Jalan Bypass, 71000 Port Dickson, Negeri Sembilan","","Negeri Sembilan"
471,"Klinik Azfa",1,0,1,0,"","","23A (Gf) Jalan Coral 2, Taman Coral, 71050 Port Dickson, Negeri Sembilan","","Negeri Sembilan"
472,"Klinik Rantau",1,0,1,0,"","","152, Main Road Rantau, 71200 Seremban, Negeri Sembilan","","Negeri Sembilan"
473,"Klinik Sree Parit 23 Jam",1,0,1,0,"","","42G Jalan Besar, Lukut 71010 Port Dickson, Negeri Sembilan","","Negeri Sembilan"
474,"Klinik Pantai",1,0,1,0,"","","Lot 2747, Jalan Besar, Rantau 71200 Seremban, Negeri Sembilan","","Negeri Sembilan"
475,"Poliklinik Kesihatan Usim",1,0,1,0,"","","Lot 197, (Tingkat Bawah), Jalan Nilai Square 6, Nilai Square, Putra Nilai, 71800 Nilai, Negeri Sembilan","","Negeri Sembilan"
476,"Poliklinik Permai",1,0,1,0,"","","181, Jalan Toman 9, Kemayan Square, 70200 Seremban, Negeri Sembilan","","Negeri Sembilan"
477,"Klinik Baiduri Sdn Bhd",1,0,1,0,"","","No.27, Jalan Ttj S/A Taman Tuanku Jaafar, 71450 Senawang, Negeri Sembilan","","Negeri Sembilan"
478,"Klinik Nadimedik",1,0,1,0,"","","No 33-G, Jalan Kls 2, Kipmart Lavender Height, 70450 Senawang, Negeri Sembilan","","Negeri Sembilan"
479,"Klinik Wellous",1,0,1,0,"","","No. 13-1, Ground Floor, Wisma Dewan Perhimpunan Cina Negeri Sembilan, Jalan Pusat Komersial Lobak 1, Pusat Komersial Lobak, 70200 Seremban, Negeri Sembilan","","Negeri Sembilan"
480,"Klinik Famili",1,0,1,0,"","","No. B80, Tingkat Bawah, Jalan Bukit Sekilau, 25200 Kuantan Pahang","","Pahang"
481,"Klinik Syed Badaruddin",1,0,1,0,"","","B 14, 16 & 18, Pusat Perkhidmatan Balok, 26100 Kuantan, Pahang","","Pahang"
483,"Poliklinikarrazi Perubatan & X-Ray",1,0,1,0,"","","No. 2 & 4, Pusat Komersial Balok, 26100 Kuantan, Pahang","","Pahang"
485,"Poliklinikabicawangan Tanjung Lumpur",1,0,1,0,"","","Tingkat Bawah, No.25, Lorong Peramu Aman 30, Tanjung Lumpur. 26060 Kuantan, Pahang","","Pahang"
487,"Poliklinikar-Razi Perubatan & X-Ray",1,0,1,0,"","","No 18 & 19, Tingkat Bawah, Lorong Peramu Permai 1, 26600 Pekan, Pahang","","Pahang"
489,"Poliklinikarrazi Perubatan & X-Ray",1,0,1,0,"","","No. A21 & A23 & A25, Sg. Isap Aman, Batu 3, Jalan Kuantan- Gambang, 25150 Kuantan, Pahang","","Pahang"
491,"Prime Medical Klinik",1,0,1,0,"","","No 9736, Ground Floor, Jalan Haji Ahmad 25300 Kuantan, Pahang","","Pahang"
492,"Poliklinik Damai",1,0,1,0,"","","P-20, Jalan Chui Yin, 28700 Bentong, Pahang","","Pahang"
494,"Poliklinik Highland",1,0,1,0,"","","No. 3-G Jalan Boulevard 1, Blok A, Genting Permai Resorts, 69000 Genting Highlands, Pahang Darul Makmur","","Pahang"
495,"Klinik Zara",1,0,1,0,"","","No 2, Jalan Gemilang, Pusat Perniagaan Gemilang, 27200 Kuala Lipis, Pahang","","Pahang"
497,"Klinik Chung",1,0,1,0,"","","L1-19, Lipis Centre Point, Jalan Pekeliling, 27200 Kuala Lipis, Pahang","","Pahang"
499,"Klinik Sulaiman",1,0,1,0,"","","No. 26 & 28, Jalan Pak Sako 4, 28000 Temerloh, Pahang","","Pahang"
501,"Bp Diagnostik",1,0,1,0,"","","66, Ground Floor, Jalan Ah Peng, 28700 Bentong, Pahang","","Pahang"
502,"Tanyanyewmedical Specialist Sdn. Bhd.",1,0,1,0,"","","A-37, Jalan Dato' Lim Hoe Lek, 25200 Kuantan, Pahang","","Pahang"
503,"Bp Diagnostik",1,0,1,0,"","","A255, Ground Floor, Jalan Berserah, 25300 Kuantan, Pahang","","Pahang"
504,"Bp Diagnostik",1,0,1,0,"","","No. 61-A, Ground Floor, Jalan Temerloh, 28400 Mentakab, Pahang","","Pahang"
505,"Klinik Ridan",1,0,1,0,"","","Mm 50, Medan Mewah, 26700 Muadzam Shah, Pahang Darul Makmur","","Pahang"
507,"Poliklinik Makmur",1,0,1,0,"","","No B12 Dan B14/1143 (Tingkat Bawah), Kampung Baru Sungai Karang, Jalan Kuantan-Kemaman, 26100 Kuantan, Pahang","","Pahang"
508,"Poliklinik Ar Razi Perubatan & X-Ray",1,0,1,0,"","","No. 1, Lorong Sri Mahkota Aman 3, Taman Sri Mahkota Aman, 26070 Kuantan, Pahang","","Pahang"
509,"Qualitas Health Ananda Klinik",1,0,1,0,"","","A-5 Jalan Stadium, 25200 Kuantan, Pahang","","Pahang"
510,"Klinik Hs Medikal Perubatan Dan Surgeri",1,0,1,0,"","","A13 Lorong Balok Perdana 3/1, 26100 Kuantan, Pahang","","Pahang"
511,"Klinik Azzahra",1,0,1,0,"","","Lot A5, Tingkat Bawah, Jln Cherating Indah 1, 26080 Kuantan, Pahang","","Pahang"
512,"Klinik Al-Farabi",1,0,1,0,"","","B2, Pusat Komersil Transit, Transit Quarters, 25200 Kuantan, Pahang","","Pahang"
513,"Klinik Wong",1,0,1,0,"","","No. 42, Main Road, Brinchang 39100 Cameron Highlands, Pahang","","Pahang"
514,"Klinik Safeeya",1,0,1,0,"","","No B4 (Aras Bawah), Lorong Sungai Karang Darat 12/1, Taman Psj Sungai Karang Darat, 26100 Kuantan, Pahang","","Pahang"
515,"Klinik Kiru",1,0,1,0,"","","646, Jalan Besar, 28600 Karak, Pahang","","Pahang"
516,"Poliklinik Shukri & Rakan- Rakan",1,0,1,0,"","","No. B86, Tingkat Bawah, Lorong Im 8/33, Taman Mahkota Putra, 25200 Kuantan, Pahang","","Pahang"
517,"Imperial Mediclinic",1,0,1,0,"","","37, Tingkat Bawah, Jalan Ppc 2, Pusat Perniagaan Corina,
39010 Kampung Raja, Cameron Highlands, Pahang","","Pahang"
518,"Klinik Sulaiman",1,0,1,0,"","","No. 19, Nadi Kota, 26400 Bandar Jengka, Pahang","","Pahang"
519,"U.N.I Klinik",1,0,1,0,"","","No. B6, Tingkat Bawah, Lorong Im2/68, Bandar Indera Mahkota, 25200 Kuantan, Pahang","","Pahang"
520,"Klinik Primamedik",1,0,1,0,"","","No. 7 & 9, Jalan Seri Chengal 1, Pusat Perniagaan Chengal, 28000 Temerloh, Pahang","","Pahang"
521,"Klinik Dr. Mahmud",1,0,1,0,"","","No. 39, Tingkat Bawah, Jalan Pine 1, Taman Pine, 27000 Jerantut, Pahang","","Pahang"
523,"Poliklinik Medilife Kuantan",1,0,1,0,"","","B-120, Jalan Haji Ahmad, 25300 Kuantan, Pahang","","Pahang"
524,"Ar Razi Ohs Clinic",1,0,1,0,"","","20A, 1St Floor, Jalan Putra Square 1, Malay Town, 25200 Kuantan, Pahang","","Pahang"
525,"Klinik Mukmin",1,0,1,0,"","","No. 77 (16)A, Tingkat Bawah, Bangunan Lknp, Jalan Ahmad Shah, 28000 Temerloh, Pahang","","Pahang"
526,"Klinik Keluarga C.C Leow",1,0,1,0,"","","No. 25, Ground Floor, Jalan Loke Yew, 28700 Bentong, Pahang","","Pahang"
527,"Poliklinik Annur Cahaya (24 Jam)",1,0,1,0,"","","Ground Floor Only Of No. 76, Jalan Chengal 2, Taman Chengal, 28000 Temerloh, Pahang","","Pahang"
528,"Klinik Relyon Bestari",1,0,1,0,"","","Gf-B, Pusat Latihan Keselamatan, Msts Asia Sdn Bhd, Lot 2014, Mukim Sg Karang, Cherating, 26080 Kuantan, Pahang","","Pahang"
529,"Klinik Feisal",1,0,1,0,"","","No 15, Tingkat Bawah, Jalan Tanjung Gemuk 1, Taman Tanjung Gemok, 26820 Tanjung Gemok, Pahang","","Pahang"
530,"Klinik Feisal",1,0,1,0,"","","No. 28 & 29, Bandar Baru Rompin, 26800 Kuala Rompin, Pahang","","Pahang"
531,"My Health Clinic",1,0,1,0,"","","Wisma My Health Pt 26284 Gf, Jalan Dato' Wong Ah Jang, 25100 Kuantan, Pahang","","Pahang"
532,"Klinik Awfa",1,0,1,0,"","","Ground Floor B2 & B4, Jalan Ks 1/12. Kotasas, Kota Sultan Ahmad Shah, 25200 Kuantan, Pahang","","Pahang"
533,"Klinik As-Salam",1,0,1,0,"","","No. B42 & B44 - Ground Floor, Jalan Im7/5, Bandar Indera Mahkota, 25200 Kuantan, Pahang","","Pahang"
534,"Klinik Sulaiman",1,0,1,0,"","","No. 108, Bangunan Lknp, Jalan Ah Peng, 28700 Bentong, Pahang","","Pahang"
535,"Klinik Dr. Halim & Nor",1,0,1,0,"","","No. 21 & 23, Lorong Mentiga 1, Taman Mentiga Jaya, 26600 Pekan, Pahang","","Pahang"
536,"My Health Clinic Jaya Gading",1,0,1,0,"","","No. B14, Gf & L1, Jalan Jaya Gading 1, Jalan Gambang, 26070 Kuantan, Pahang","","Pahang"
537,"Klinik I-Care",1,0,1,0,"","","No. B-32, Tingkat Bawah, Lorong Pandan Damai 2/201, Jalan Kuantan Gambang, 25150 Kuantan, Pahang","","Pahang"
538,"Klinik Alya Iman",1,0,1,0,"","","B2 Lrg Sg Karang Darat 111, Prmh Sg Karang Darat, 26100 Kuantan, Pahang","","Pahang"
539,"Klinik Pushpa",1,0,1,0,"","","No 18 Jalan Tahan, Bandar Baru, 27000 Jerantut Pahang","","Pahang"
540,"Poliklinik Maran",1,0,1,0,"","","No.64 Bangunan Lknp, Jalan Perpustakaan, 26500 Marah Pahang","","Pahang"
541,"Klinik Putramedic Kuantan (24 Jam) Cawangan Radiance",1,0,1,0,"","","A3 & A5, Tingkat Bawah, Lorong Im 3/19, Bandar Indera Mahkota, 25200 Kuantan Pahang","","Pahang"
542,"U.N.I Klinik",1,0,1,0,"","","No A17, Ground Floor, Lorong Im 3/19, Indera Mahkota 3, Jalan Kuantan Bypass, 25200 Kuantan, Pahang","","Pahang"
543,"Klinik Ramachandran Sdn. Bhd.",1,0,1,0,"","","F-14, Jalan Tan Sri Yahaya, 28000 Temerloh, Pahang","","Pahang"
544,"Klinik Philip Dan Rakan",1,0,1,0,"","","No. 3, Jalan Tas 2, Batu 7 1/2, Jalan Gambang, 25150 Kuantan, Pahang","","Pahang"
545,"Poliklinik Abi Pekan",1,0,1,0,"","","Ground Floor No. 233, Taman Sepekan Jaya, 26600 Pekan, Pahang","","Pahang"
546,"My Health Clinic Bentong",1,0,1,0,"","","P59, Gf, Jalan Prima 1, Pusat Perniagaan Bentong Prima, 28700 Bentong, Pahang","","Pahang"
547,"Klinik Lee",1,0,1,0,"","","B-21, Lorong Seri Kuantan 25, Taman Timur Jaya, 25250 Kuantan, Pahang","","Pahang"
548,"Klinik Rakyat",1,0,1,0,"","","No. 12, Jalan Sri Kerayong 2, 28200 Bera, Pahang","","Pahang"
549,"Klinik Menara",1,0,1,0,"","","Lot 3R-1-1, 3R-1-2, 3R-1-3, Persiaran Kelicap, Setia Triangle, 11900 Bayan Lepas, Pulau Pinang","","Pulau Pinang"
550,"Plux Health Clinic",1,0,1,0,"","","No. 3, R-01-09, Persiaran Kelicap, 11900 Bayan Lepas, Pulau Pinang","","Pulau Pinang"
552,"O2 Klinik",1,0,1,0,"","","129 I/J/K (Ground Floor), Jalan Tan Sri Teh Ewe Lim, 11600 Jelutong, Pulau Pinang","","Pulau Pinang"
554,"Regen Clinic",1,0,1,0,"","","27D-G, Jalan Gottlieb, 10350 Georgetown, Pulau Pinang","","Pulau Pinang"
555,"Bp Diagnostic Centre Sdn. Bhd.",1,0,1,0,"","","Ideal Avenue, 1-1-1, Medan Kampung Relau 1, Jalan Tun Dr. Awang, 11900 Bayan Lepas, Pulau Pinang","","Pulau Pinang"
556,"Tejani Medical Clinic",1,0,1,0,"","","547M, Jalan Wee Hein Tze, 11200 Tanjung Bungah, Pulau Pinang","","Pulau Pinang"
557,"Klinik Careist",1,0,1,0,"","","6-Gf & 1F, Lorong Seri Impian 1, Taman Seri Impian, 14000 Bukit Mertajam, Pulau Pinang","","Pulau Pinang"
559,"O2 Klinik",1,0,1,0,"","","No. 33, Jalan Sentral Jaya, Pusat Perniagaan Sentral Jaya, 14000 Bukit Mertajam, Pulau Pinang","","Pulau Pinang"
561,"Klinik Symphony",1,0,1,0,"","","72A-Ground Floor, Jalan Lembah Permai 4, Taman Lembah Permai, 14000 Bukit Mertajam, Pulau Pinang","","Pulau Pinang"
563,"Klinik Ihealth",1,0,1,0,"","","No. 62A Jalan Lembah Permai 4, Taman Lembah Permai, 14000 Bukit Mertajam, Pulau Pinang","","Pulau Pinang"
565,"Klinik Health Plus",1,0,1,0,"","","725-U, Jalan Sungai Dua, 11700 Gelugor, Pulau Pinang","","Pulau Pinang"
566,"Klinik Harmony",1,0,1,0,"","","30, Lorong Seri Jaya, Taman Seri Jaya, 14000 Bukit Mertajam, Pulau Pinang","","Pulau Pinang"
568,"O2 Klinik",1,0,1,0,"","","1 & 1M (Ground Floor), 1J & 1N (First Floor) Jalan Air Itam,
11500 Georgetown, Pulau Pinang","","Pulau Pinang"
570,"Klinik Mediviron",1,0,1,0,"","","No. 12, Tingkat Bawah, Medan Angsana Satu, 11500 Bandar Baru Ayer Itam, Pulau Pinang","","Pulau Pinang"
572,"Kliniksripinangdan Surgeri",1,0,1,0,"","","42, Tingkat Bawah, Lebuh Sungai Pinang 1, 11600 Bandar Sri Pinang, Pulau Pinang","","Pulau Pinang"
574,"Klinik Ihealth",1,0,1,0,"","","15-G-12, Bayan Point Complex, Medan Kampung Relau, 11900 Bayan Lepas, Pulau Pinang","","Pulau Pinang"
576,"Klinik Medilife",1,0,1,0,"","","30A, Lintang Sungai Tiram 5, Sunway Prima, 11900 Bayan Lepas, Pulau Pinang","","Pulau Pinang"
577,"Bp Diagnostik",1,0,1,0,"","","5001 & 5002, Jalan New Ferry, 12100 Butterworth, Pulau Pinang","","Pulau Pinang"
578,"Poliklinik Hl",1,0,1,0,"","","No. 12, Jalan Bukit Minyak 3, Taman Bukit Minyak, 14000 Bukit Mertajam, Pulau Pinang","","Pulau Pinang"
580,"Klinik Mediviron Tanjung Tokong",1,0,1,0,"","","B-G-9, Jalan Desiran Tanjung Vantage, 10470 Pulau Pinang","","Pulau Pinang"
582,"Clinic Medi-Genesis",1,0,1,0,"","","Ground Floor 36, Jalan Keruing, Kawasan Perniagaan Simpang Ampat, 14000 Simpang Ampat, Pulau Pinang","","Pulau Pinang"
583,"Klinik Dr. Dashindar Singh",1,0,1,0,"","","No. 2194, Jalan Bukit Minyak Kawasan Perniagaan Asas Murni, 14100 Simpang Ampat, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang","","Pulau Pinang"
584,"Bp Diagnostik",1,0,1,0,"","","61, 62 & 63 (Tingkat Bawah), Jalan Aston, 14000 Bukit Mertajam, Pulau Pinang","","Pulau Pinang"
585,"H Clinic",1,0,1,0,"","","29-1-32, Golden Triangle, Jalan Paya Terubong, 11900 Bayan Lepas, Pulau Pinang","","Pulau Pinang"
586,"Bp Diagnostik",1,0,1,0,"","","Suite G-1, Menara Penang Garden 42A, Jalan Sultan Ahmad Shah, 10050 Georgetown, Pulau Pinang","","Pulau Pinang"
587,"Klinik Singapore",1,0,1,0,"","","823-G-3, Jalan Paya Terubong, Mukim 13, 11900 Bayan Lepas, Pulau Pinang","","Pulau Pinang"
588,"Klinik Caring",1,0,1,0,"","","24, Tingkat Bawah, Jalan Sejahtera Ria, Taman Sejahtera Ria, 14000 Bukit Mertajam, Pulau Pinang","","Pulau Pinang"
589,"Klinik Singapore",1,0,1,0,"","","Lot 1-03 Pan Palace, 2A Lengkok Nipah, 11700 Gelugor, Pulau Pinang","","Pulau Pinang"
590,"Polyclinic Gy",1,0,1,0,"","","4994, Tingkat Bawah, Jalan New Ferry, 12100 Butterworth, Pulau Pinang","","Pulau Pinang"
592,"Hibari Clinic",1,0,1,0,"","","163D-2-17A, Persiaran Gurney, Gurney Paragon, 10250 George Town, Pulau Pinang","","Pulau Pinang"
593,"Ig Clinic",1,0,1,0,"","","No 7504, Tingkat Bawah, Lorong Mesra Permai 4, Taman Mesra Jaya, 13400 Butterworth, Pulau Pinang","","Pulau Pinang"
594,"Qualitashealthklinik Sentosa",1,0,1,0,"","","15-D, Lengkok Dumbar, 11600 Georgetown, Pulau Pinang","","Pulau Pinang"
595,"Klinik Aman",1,0,1,0,"","","603, Jalan Datuk Keramat, 10460 Georgetown, Pulau Pinang","","Pulau Pinang"
596,"Klinik Aman",1,0,1,0,"","","11, Jalan Sultan Azlan Shah, 11700 Gelugor, Pulau Pinang","","Pulau Pinang"
597,"Klinik Aman",1,0,1,0,"","","Unit 70-1-64, Level One, D'Piazza Mall, No 70, Jalan Mahsuri, 11950 Bandar Bayan Baru","","Pulau Pinang"
598,"Klinik Universiti",1,0,1,0,"","","35, Jalan Sungai Dua, 11700 Pulau Pinang","","Pulau Pinang"
599,"Poliklinik Intan Sdn. Bhd",1,0,1,0,"","","1500 Main Road, Taman Arowana, Permatang Pauh 13500 Pulau Pinang","","Pulau Pinang"
600,"Poliklinik Kempas Indah Msm In- House Clinic Msm Prai Bhd",1,0,1,0,"","","Tingkat Bawah 789 Main Road,13600 Prai, Pulau Pinang","","Pulau Pinang"
601,"Klinik Newcare",1,0,1,0,"","","70-1-62 D Piazza, Jalan Mahsuri, Bandar Bayan Baru, P.Pinang","","Pulau Pinang"
602,"Poliklinik Anda",1,0,1,0,"","","1, Kompleks Taman Siakap, Tingkat Siakap Tiga, 13700 Seberang Jaya, Pulau Pinang","","Pulau Pinang"
603,"Klinik Lim",1,0,1,0,"","","3617Jalan Che Ahmad, 14300 Nibong Tebal, Pulau Pinang","","Pulau Pinang"
604,"Klinik Unicare",1,0,1,0,"","","63, Jalan Juru, Taman Juru, 14100 Simpang Ampat, Pulau Pinang","","Pulau Pinang"
605,"Qualitas Health Klinik Sentosa",1,0,1,0,"","","100, Lintang Mayang Pasir Dua, Bayan Baru, 11950 Pulau Pinang","","Pulau Pinang"
606,"Klinik West Jelutong",1,0,1,0,"","","132, Jalan Jelutong, 11600 Georgetown, Pulau Pinang","","Pulau Pinang"
607,"Intan Poliklinik",1,0,1,0,"","","1, Lebuh Batu Maung 2, Taman Iping, 11960 Bayan Lepas, Pulau Pinang","","Pulau Pinang"
608,"Poliklinik Kawan",1,0,1,0,"","","No 11A, Lorong Merpati Indah 2, Taman Merpati Indah, 14110 Simpang Ampat, Pulau Pinang","","Pulau Pinang"
609,"Qualitas Health Klinik Sentosa",1,0,1,0,"","","20-C, Penang Street, 10200 Georgetown, Pulau Pinang","","Pulau Pinang"
610,"Poliklinik Raudhah",1,0,1,0,"","","No 10 Ground Floor Jalan Delima 2, Taman Seri Delima, 14000 Bukit Mertajam, Pulau Pinang","","Pulau Pinang"
611,"Klinik Team Medic",1,0,1,0,"","","2, Solok Kpg Jawa 2, 11950 Bayan Baru, Pulau Pinang","","Pulau Pinang"
